path,logit,confidence,margin1,entropy1,flip,y_cnn,y_true,generator,y_clip,latency_clip_ms,y_qwen,latency_qwen_ms
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/01d7dce697b2c3be67fa8e5c77be91c82be0ba9e590b4c2636f2c98b944229f6.mp4,-29.2548770904541,0.9999999999998028,29.2548770904541,4.608713686641626e-12,0,0,0,real,0,121.0530325770378,0,1025.406289845705
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/01657b74cbc6265899b7ec80f7fb089aacd97e87190d696261632f2f3d595551.mp4,-21.47948837280273,0.9999999995305636,21.47948837280273,1.0550690683767118e-08,0,0,0,real,0,5.274385213851929,1,706.4385376870632
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/00bc6d099e238d673ab49da3c4ee6c3948ef3bac6fc339b129ef5cd242b1838a.mp4,1.4533302783966064,0.8105104565620422,1.4533302783966064,0.4854819503266671,0,1,0,real,0,6.287358701229096,0,620.4946078360081
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/00b7d4faaf2a33451384d4f5e94be1e08e5c748775e50993f0b906edd0b2744a.mp4,-23.831287384033203,0.9999999999553107,23.831287384033203,1.1077034573252907e-09,0,0,0,real,0,7.325988262891769,0,620.840273797512
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/00b2a2722089d0fe98102895074f5fd2cc44f7291f91581657ce6d6180aa0cba.mp4,-15.224512100219728,0.9999997556128905,15.224512100219728,3.965059649962839e-06,0,0,0,real,0,6.8176425993442535,0,622.3532967269421
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/ffabb5b699586169b8b13343eb4ff1193aa7d6877f3aaa5479e3358da6512b7b.mp4,-28.693775177001957,0.9999999999996544,28.693775177001957,8.789478373216537e-12,0,0,0,real,0,6.800495088100433,0,621.2498098611832
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/ff81da7f4707728ba5cf56ea2a8c14963a46176cb2746de2d6b4d23c32b33231.mp4,-11.359898567199709,0.999988346572536,11.359898567199709,0.0001440352472879,0,0,0,real,0,6.800781935453415,0,621.1043708026409
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/ff672899dba83014d31d95bc75049f67b395e21cfdad578d1c099cdae7df796b.mp4,-21.14937210083008,0.999999999346953,21.14937210083008,1.4462579553074018e-08,0,0,0,real,0,6.735358387231827,0,620.512954890728
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fe41e6ae69865f2593b5dc2b479cde7cb7ae8a83142deb2574e0ecec0e13b17e.mp4,-26.49029922485352,0.999999999996871,26.49029922485352,8.415017783816705e-11,0,0,0,real,0,7.484223693609238,0,620.6164695322514
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fe01dd8cabab86d44b7399572aa218e841230685a5e22c8148b3956b77d16636.mp4,-24.324447631835938,0.9999999999727084,24.324447631835938,6.891588241853928e-10,0,0,0,real,0,6.894927471876144,0,628.5655871033669
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fd9567f10d00d9d0d966ffa8c39445273be9822841d0376b14c1992b0fd5104a.mp4,-6.759000778198242,0.9988409568322822,6.759000778198242,0.0089936890205639,0,0,0,real,0,7.390238344669342,1,707.755733281374
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fd4bc0ee6bc371fc65baaeb3b0fcc2e82895b4057123786ab518d00c3151597e.mp4,-27.6752986907959,0.9999999999990432,27.6752986907959,2.5748798187520057e-11,0,0,0,real,0,6.846129894256592,1,710.5789668858051
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fd38260b2d293fb0294ed8f7a5cda8665073a36bca8fcbba382fd7608a1fdf8d.mp4,-13.578486442565918,0.9999987325298888,13.578486442565918,1.8477794599540703e-05,0,0,0,real,0,6.741501390933991,0,624.3291571736336
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fd02416ac8201fc9ec6eaab453d52ea03f0b04ec48dc93f08e5b8457eb72b538.mp4,-0.3235875070095062,0.5801983177661896,0.3235875070095062,0.6802279077620366,1,0,0,real,0,6.776418536901474,0,628.6492012441158
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fc21ccee80691c18ca62b48929fb70fb586801719ace7ec27fcbb6cf8ba68e28.mp4,-28.5974063873291,0.9999999999996196,28.5974063873291,9.770213951705888e-12,0,0,0,real,0,7.6567791402339935,1,714.0840850770473
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fb3a85105f094c4ac591cd4e4d4bfc82c0e26679e01fa8ae07a24ca23f2f91f0.mp4,-35.2664680480957,0.9999999999999996,35.2664680480957,-9.862986339632105e-13,0,0,0,real,0,6.845645606517792,0,626.3244263827801
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fb232d4593fff918788ce4e39d5593037ff80ee7f41df9bb8d7972bfcf1d812c.mp4,-12.36346435546875,0.9999957281720526,12.36346435546875,5.70864280773389e-05,0,0,0,real,0,7.530473172664642,0,621.5882301330566
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fab6d58928f0b767125e9c9fb6cccc33ae1db9d07cc597048200d53917388b0d.mp4,-28.81587219238281,0.9999999999996942,28.81587219238281,7.67341569985147e-12,0,0,0,real,0,6.829254329204559,0,627.9228068888187
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fa93984a8a2e5044293e92fa7180efed4b870808615ba96b83e50516198cd6f6.mp4,-30.385618209838867,0.9999999999999364,30.385618209838867,8.180023594777218e-13,0,0,0,real,0,6.872851401567459,0,623.0194792151451
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fa7ba155356874927b3b531438b350b6525681a9223cd7ecedf7c2f965c0da9a.mp4,-27.87722396850586,0.9999999999992182,27.87722396850586,2.093110709591521e-11,0,0,0,real,0,6.762713193893433,1,707.8149132430553
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fa621e4f20b302d4bfff8761ac6a61e0d5ff3e84d7d85e3f0b66ff5681d347e4.mp4,-24.12204360961914,0.999999999966586,24.12204360961914,8.374447352061587e-10,0,0,0,real,0,6.72723725438118,0,624.0577474236488
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fa3e4020993636765943f92e712c86db94ca1887d3a7c29612614779eface9e9.mp4,-4.575623035430908,0.989805125631392,4.575623035430908,0.0568950996657373,0,0,0,real,0,6.733056157827377,0,623.4390400350094
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/fa108ee877afe4b87b22287b0d8a7a10ca31e2e986a3fcd2ccf69076c2151b1b.mp4,-21.203914642333984,0.999999999381618,21.203914642333984,1.3728502286017281e-08,0,0,0,real,0,6.767679005861282,0,621.4322671294212
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f9f3d7eff6d70534a1ee87a247392201626d3b11d82cf5786b60fd21cf174e78.mp4,-23.55250740051269,0.9999999999409424,23.55250740051269,1.4480212363252552e-09,0,0,0,real,0,6.776142865419388,0,620.9153309464455
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f9c33b9bea60d56220302f1a0b1d050d31cc8b8633e3b17c945421ee40a06083.mp4,-26.394752502441406,0.9999999999965572,26.394752502441406,9.243515789386483e-11,0,0,0,real,0,7.360223680734634,0,623.5172972083092
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f98d9ccd447a7f72e21e2d2a96473d58bb9786460c026fccb0f561d921304cc3.mp4,-30.32286262512207,0.9999999999999324,30.32286262512207,9.353614926398132e-13,0,0,0,real,0,6.669990718364716,0,624.0894980728626
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f974eef3d748c96400da86265efc5f5c1afbcd98fbc4252167003eeb717d9dd2.mp4,-23.70098114013672,0.999999999949091,23.70098114013672,1.2555124096947792e-09,0,0,0,real,0,6.772685796022415,0,620.435107499361
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f9709b4bbade11584195fec359c02a5bf328d062dadd913697a58bfb09e7b736.mp4,-31.259849548339844,0.9999999999999736,31.259849548339844,-2.406109472625317e-13,0,0,0,real,0,6.842624396085739,1,704.6762630343437
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f93cfe16d2b0b151fdf0a6b2b27eb0b7d00c4f0bf46fdb7d872aab6d07c0a917.mp4,-27.031742095947266,0.9999999999981792,27.031742095947266,4.924328536069541e-11,0,0,0,real,0,6.719164550304413,1,706.7942954599857
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f83e5080eec1a2bae9c40663839fde98fdfb9f97dcce6031860efebabed2d346.mp4,-8.00977897644043,0.999667912197765,8.00977897644043,0.0029920928635757,0,0,0,real,0,6.844066083431244,0,627.7559734880924
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f8187c57e5055f22c37ede363bb65cecfebfbc8e17a49d8765c60831a2aed212.mp4,0.3733396828174591,0.5922657251358032,0.3733396828174591,0.6760232844124776,1,1,0,real,0,6.99746236205101,1,709.5556519925594
/workspace/data/genbuster-mini/extracted/GenBuster-200K-mini/benchmark/real/f7ee64921a549a4d5b5f02d0ed58186b9e9bca195bd992d46e7703c9701b9f8f.mp4,-16.1403751373291,0.999999902203328,16.1403751373291,1.6762696568665725e-06,0,0,0,real,0,6.851170212030411,0,615.7940402626991
