path,logit,confidence,margin1,entropy1,y_cnn,y_true,generator,latency_cnn_ms,y_clip,clip_proba,latency_clip_ms,y_qwen,latency_qwen_ms,disagree,clip_margin,clip_entropy,prob_gap
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00031854.JPEG,2.047971725463867,0.8857425451278687,2.047971725463867,0.355325025700106,1,0,real,6.390864029526711,0,0.0097214378798664,4.611313343048096,0,88.36887031793594,1,0.4902785621201336,0.054717552459506325,0.8760211072480023
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00021761.JPEG,-0.2808084487915039,0.5697444081306458,0.2808084487915039,0.6833868191750709,0,0,real,38.844212889671326,0,0.000328029785725,4.57349419593811,0,86.85088157653809,0,0.499671970214275,0.0029595641443438815,0.5694163783449208
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00022044.JPEG,-17.923097610473633,0.999999983552586,17.923097610473633,3.112340216525371e-07,0,0,real,5.552432965487242,0,0.0003353459342499,4.657797515392304,0,107.31787234544754,0,0.4996646540657501,0.003018173844868715,0.9996646376183361
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00007793.JPEG,-9.70273494720459,0.999938887616736,9.70273494720459,0.0006540715042091,0,0,real,6.392805837094784,0,0.0004277050092062,4.54256683588028,0,110.53842306137084,0,0.4995722949907938,0.0037453541457225623,0.9995111826075298
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/377_sdv4_00020.png,-5.683328151702881,0.9966093192342668,5.683328151702881,0.0226667934897763,0,1,sdv4,6.3783153891563416,1,0.8924148600128947,9.287133812904358,0,151.93761140108109,1,0.3924148600128947,0.3414365134822909,0.10419445922137205
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00044736.JPEG,-0.9441851377487184,0.7199442684650421,0.9441851377487184,0.5930059460375734,0,0,real,6.346204783767462,0,0.2135037670134135,4.652142524719238,0,101.46167129278184,0,0.2864962329865865,0.5185620509375093,0.5064405014516287
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/380_sdv4_00127.png,-5.087525367736816,0.9938645982183516,5.087525367736816,0.0373683131765351,0,1,sdv4,6.399326026439667,1,0.9957133879349438,4.71024215221405,0,322.3779946565628,1,0.4957133879349438,0.02764912882412468,0.0018487897165921918
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00038213.JPEG,-9.519448280334473,0.9999265952355928,9.519448280334473,0.0007721803169179,0,0,real,5.45330299064517,0,0.0003404958431742,4.561297595500946,0,101.58922523260117,0,0.4996595041568258,0.003059333824757423,0.9995860993924186
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00027482.JPEG,-7.211292743682861,0.9992623423459008,7.211292743682861,0.0060573951811661,0,0,real,5.421983078122139,0,9.497758154027637e-06,4.531532526016235,0,99.77975487709044,0,0.499990502241846,0.00011933410564832053,0.9992528445877468
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00003648.JPEG,26.047224044799805,1.0,26.047224044799805,-1.000088900581841e-12,1,0,real,6.743805017322302,0,0.0028112191951706,4.575662314891815,0,104.46636378765106,1,0.4971887808048294,0.01932075073291207,0.9971887808048294
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00024480.JPEG,-37.943580627441406,1.0,37.943580627441406,-9.991711837410542e-13,0,0,real,5.4582334123551846,0,2.403541139948638e-05,4.64523583650589,0,96.67519479990004,0,0.4999759645886005,0.00027967533172823907,0.9999759645886005
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00027205.JPEG,-37.07625198364258,1.0,37.07625198364258,-9.976821950630429e-13,0,0,real,5.486163310706616,0,0.0117250803980219,4.585690796375275,0,101.7618402838707,0,0.4882749196019781,0.06378607323826507,0.9882749196019781
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00036258.JPEG,1.1928420066833496,0.7672489881515503,1.1928420066833496,0.5425791126351053,1,0,real,6.458256393671036,0,1.453154433016871e-06,5.087390542030335,0,235.454335808754,1,0.499998546845567,2.0986124697999104e-05,0.7672475349971173
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/798_sdv4_00127.png,2.554945707321167,0.9279050827026368,2.554945707321167,0.2590244463091455,1,1,sdv4,6.370544899255037,1,0.998852888881376,4.636161029338837,0,112.24143952131271,0,0.498852888881376,0.008912978589938145,0.07094780617873919
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00014078.JPEG,-5.402593612670898,0.9955153209157288,5.402593612670898,0.0287236638237083,0,0,real,5.452853161841631,0,0.0006494584926892,4.502080380916596,0,99.66452419757844,0,0.4993505415073108,0.005415864783252686,0.9948658624230396
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00012460.JPEG,-7.003798007965088,0.9990923993173056,7.003798007965088,0.0072646646821849,0,0,real,5.445021670311689,0,0.0268539321394495,4.732757806777954,0,105.85224628448486,0,0.4731460678605505,0.12362997770252995,0.9722384671778561
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/533_sdv4_00020.png,19.2242488861084,1.0,19.2242488861084,-1.000088900581841e-12,1,1,sdv4,5.558812990784645,1,0.9912650620567176,4.742629826068878,0,163.59852999448776,0,0.4912650620567176,0.05010399011155746,0.008734937943282395
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00029057.JPEG,-33.98404693603516,0.9999999999999982,33.98404693603516,-9.50196985674894e-13,0,0,real,43.6426242813468,1,0.9853789306652696,4.565484821796417,0,101.47813707590105,1,0.4853789306652696,0.07629193941032125,0.01462106933472862
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00014705.JPEG,-8.826159477233887,0.9998531804594676,8.826159477233887,0.0014426830015622,0,0,real,5.484173074364662,0,0.0191538407906705,4.597261548042297,0,102.20146924257278,0,0.4808461592093295,0.09472749095085786,0.9806993396687971
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00037585.JPEG,-11.23906135559082,0.9999868498116484,11.23906135559082,0.0001609460461459,0,0,real,5.45077258720994,0,0.0021929315727963,4.563048481941223,0,101.1635959148407,0,0.4978070684272037,0.015616784005765327,0.9977939182388521
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00004290.JPEG,-5.636368751525879,0.996446876320988,5.636368751525879,0.0235861661112499,0,0,real,41.66316892951727,0,1.7480461800729482e-06,4.557967185974121,0,105.81430047750472,0,0.4999982519538199,2.492191159724627e-05,0.996445128274808
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/612_sdv4_00035.png,-18.99165153503418,0.9999999943502332,18.99165153503418,1.1294617084889689e-07,0,1,sdv4,5.549333989620209,1,0.967690636598358,4.64775413274765,0,114.45235460996628,1,0.46769063659835797,0.14268030289833758,0.03230935775187527
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/144_sdv4_00143.png,9.314725875854492,0.9999098777770996,9.314725875854492,0.0009295475257854,1,1,sdv4,5.681832786649466,1,0.9935085788621082,4.655890166759491,0,112.47017979621889,0,0.4935085788621082,0.03916937173789816,0.006401298914991416
