path,logit,confidence,margin1,entropy1,y_cnn,y_true,generator,latency_cnn_ms
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00018115.JPEG,6.696045398712158,0.9987657070159912,6.696045398712158,0.009499908201001928,1,0,real,356.06006858870387
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00012634.JPEG,-29.994367599487305,0.9999999999999059,29.994367599487305,1.6858056592120924e-12,0,0,real,7.078596856445074
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/802_sdv4_00035.png,-7.053884029388428,0.999136699421797,7.053884029388428,0.006953295535592369,0,1,sdv4,6.3763149082660675
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00047994.JPEG,15.84203815460205,0.9999998807907104,15.84203815460205,2.0196876902912675e-06,1,0,real,6.37513492256403
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00013625.JPEG,-11.807162284851074,0.9999925490556052,11.807162284851074,9.542548004682354e-05,0,0,real,6.3478657975792885
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/820_sdv4_00143.png,-31.052526473999023,0.9999999999999674,31.052526473999023,-6.59798638623693e-14,0,1,sdv4,6.3821859657764435
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/778_sdv4_00143.png,-3.650939702987671,0.9746904876083136,3.650939702987671,0.11803880963021876,0,1,sdv4,55.34978210926056
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00001739.JPEG,-1.6015574932098389,0.8322359621524811,1.6015574932098389,0.45232303202766677,0,0,real,6.365474779158831
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/601_sdv4_00003.png,-0.9256665706634521,0.7161953151226044,0.9256665706634521,0.5965108929320666,0,1,sdv4,6.362354848533869
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00034764.JPEG,-18.823963165283203,0.9999999933187658,18.823963165283203,1.324465409702316e-07,0,0,real,61.36732688173652
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00039354.JPEG,10.108275413513184,0.9999592304229736,10.108275413513184,0.0004528502776312437,1,0,real,6.360915023833513
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00049239.JPEG,8.476057052612305,0.99979168176651,8.476057052612305,0.0019740943051788627,1,0,real,6.345945876091719
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/050_sdv4_00127.png,4.082575798034668,0.9834157228469849,4.082575798034668,0.08442992195711709,1,1,sdv4,6.35654479265213
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/134_sdv4_00035.png,-12.812397956848145,0.999997273251438,12.812397956848145,3.766293792466137e-05,0,1,sdv4,41.4884090423584
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00025100.JPEG,3.4465630054473877,0.969128429889679,3.4465630054473877,0.13775890049646217,1,0,real,6.369766313582659
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00035118.JPEG,-8.74810791015625,0.9998412637796719,8.74810791015625,0.0015473904134231673,0,0,real,6.351575255393982
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00003935.JPEG,-4.776955604553223,0.9916487326845527,4.776955604553223,0.04827996804702482,0,0,real,6.343505345284939
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00042083.JPEG,-3.300776720046997,0.9644554480910301,3.300776720046997,0.15351626982426358,0,0,real,48.1655546464026
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/766_sdv4_00039.png,-1.784129023551941,0.8562059700489044,1.784129023551941,0.41179141693978183,0,1,sdv4,6.447905208915472
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/684_sdv4_00127.png,-0.41853126883506775,0.6031317114830017,0.41853126883506775,0.6717214167997109,0,1,sdv4,6.3462164252996445
/workspace/benchmarks_ai_research/data/genimage/sd_1_4/data/genimage/sd_1_4/imagenet_ai_0419_sdv4/val/ai/742_sdv4_00074.png,-22.305803298950195,0.9999999997945469,22.305803298950195,4.786252263287274e-09,0,1,sdv4,6.374245043843985
